period,city,買賣_棟數,買賣_坪數,拍賣_棟數,拍賣_坪數,繼承_棟數,繼承_坪數,贈與_棟數,贈與_坪數
101Q3,臺南市,5004,212631.4,206,10226.99,884,37044.36,646,27432.0
101Q3,臺東縣,350,14880.61,12,355.67,77,3039.24,95,3381.8599999999997
101Q3,花蓮縣,1003,40016.68,34,1274.61,146,7784.09,151,6518.6900000000005
101Q3,苗栗縣,1233,48815.01,23,734.44,237,10994.82,173,7849.61
101Q3,連江縣,1,34.41,0,0.0,0,0.0,0,0.0
101Q3,金門縣,61,1721.4,0,0.0,29,1379.99,13,685.97
101Q3,雲林縣,1004,47532.22,79,11644.67,222,10473.94,152,6677.15
101Q3,高雄市,9489,340934.29,406,12243.47,1335,50563.9,1194,45181.3
101Q4,區域別總計,87366,3257709.4,2269,97755.31,10780,404896.54,12097,391210.36
101Q4,南投縣,713,30313.05,67,1917.7,207,10047.4,186,7930.0
101Q4,嘉義市,830,30327.51,23,665.86,165,5428.19,182,7403.6900000000005
101Q4,嘉義縣,670,25812.39,73,3824.59,150,7104.16,125,5275.31
101Q4,基隆市,1647,43105.86,90,1983.0,266,6551.21,274,6150.48
101Q4,宜蘭縣,1614,63616.05,18,505.34,209,8052.21,179,8728.21
101Q4,屏東縣,1360,61429.72,118,11989.75,315,15800.82,329,14488.57
101Q4,彰化縣,1807,90177.89,95,4073.09,418,19377.81,363,17324.16
101Q4,新北市,19529,560644.27,193,6627.51,2089,63795.1,2574,65124.99
101Q4,新竹市,3213,248725.91,31,1235.73,201,11112.87,217,6276.54
101Q4,新竹縣,2793,99232.34,39,1308.68,126,7065.14,227,9353.73
101Q4,桃園市,11385,364098.39,273,11380.87,808,28644.07,1076,34369.87
101Q4,澎湖縣,149,7478.89,4,96.86,135,3407.05,79,2799.2999999999997
101Q4,臺中市,11753,545954.82,224,7540.1,1127,49643.41,1360,48753.6
101Q4,臺北市,9694,254375.04,122,8563.97,1745,51746.55,2192,52122.119999999995
101Q4,臺南市,5851,244106.48,206,8795.93,791,32927.29,724,28721.699999999997
101Q4,臺東縣,440,21921.57,26,858.55,87,4420.39,102,3777.3900000000003
101Q4,花蓮縣,1034,37967.86,47,2400.81,154,6776.75,186,6545.049999999999
101Q4,苗栗縣,1144,60976.64,44,3471.24,220,10762.49,197,8485.81
101Q4,連江縣,2,36.13,0,0.0,0,0.0,5,283.36
101Q4,金門縣,81,2991.23,2,39.17,27,1290.49,22,1154.05
101Q4,雲林縣,931,46782.94,60,2806.46,212,10746.84,168,7918.71
101Q4,高雄市,10726,417634.45,514,17670.08,1328,50196.3,1330,48223.700000000004
102Q1,區域別總計,79392,2922469.36,1978,93114.32,10139,378986.59,15363,541521.03
102Q1,南投縣,862,39567.36,62,2012.92,254,12908.85,222,10487.34
102Q1,嘉義市,883,35890.5,46,1627.45,154,6145.06,172,6656.36
102Q1,嘉義縣,612,25752.13,37,1733.27,155,6923.09,196,12202.4
102Q1,基隆市,1452,88689.05,84,1747.08,241,7537.41,214,5043.69
102Q1,宜蘭縣,1404,61066.32,36,2128.77,206,8639.45,221,9851.42
102Q1,屏東縣,1243,51994.03,97,6812.02,317,14489.93,312,13438.27
102Q1,彰化縣,1620,81286.71,70,7094.45,384,20504.62,420,21201.97
102Q1,新北市,16391,485938.84,199,6985.99,1789,53735.61,3133,87963.01999999999
102Q1,新竹市,2758,102178.46,26,884.72,176,5716.48,287,9555.880000000001
102Q1,新竹縣,2987,106800.36,27,988.93,138,5610.89,288,12099.25
102Q1,桃園市,10712,342253.98,204,17352.71,788,27623.18,1345,48672.07
102Q1,澎湖縣,107,4458.15,4,113.38,99,2104.08,52,1928.1299999999999
102Q1,臺中市,10811,390019.16,189,5138.03,1040,46771.45,1815,77074.51999999999
102Q1,臺北市,9201,251036.2,160,3002.65,1655,48615.43,3426,86283.8
102Q1,臺南市,5376,227739.7,197,13340.96,866,33249.57,885,41004.41
102Q1,臺東縣,370,15437.98,14,328.39,72,3284.4,104,4358.5
102Q1,花蓮縣,954,46856.75,41,1093.29,148,6529.95,152,6493.889999999999
102Q1,苗栗縣,1147,61443.0,50,3433.32,215,9061.05,216,9628.11
102Q1,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
102Q1,金門縣,102,4129.99,1,40.44,26,2253.03,24,1233.69
102Q1,雲林縣,947,48412.88,65,4822.31,203,10490.28,150,12694.210000000001
102Q1,高雄市,9453,451517.81,369,12433.24,1213,46792.78,1729,63650.08
102Q2,區域別總計,100238,3443566.06,2267,110322.91,11323,415609.87,11827,419975.02
102Q2,南投縣,904,42103.67,59,2165.74,215,10151.97,189,9285.7
102Q2,嘉義市,999,36828.79,26,1142.61,168,6088.77,141,6168.710000000001
102Q2,嘉義縣,926,39817.13,41,2037.54,168,6463.4,272,28479.68
102Q2,基隆市,1955,47032.97,90,2261.14,248,7033.06,200,4772.74
102Q2,宜蘭縣,1727,64285.86,20,700.88,238,9307.05,242,9381.76
102Q2,屏東縣,1544,67775.94,106,5205.75,340,15351.51,388,14502.669999999998
102Q2,彰化縣,1847,98502.09,73,2738.49,384,18536.82,351,15380.39
102Q2,新北市,21725,602415.35,166,4341.61,2132,66529.97,2327,61553.770000000004
102Q2,新竹市,2335,227259.16,18,3605.96,240,8388.58,184,6317.87
102Q2,新竹縣,3168,108186.94,121,17104.51,178,7519.7,233,9264.16
102Q2,桃園市,14594,468009.55,260,24090.45,901,34185.17,1159,37906.53
102Q2,澎湖縣,105,4418.13,1,27.12,102,2744.41,28,727.54
102Q2,臺中市,13997,478622.32,366,7546.81,1184,51429.38,1340,51801.0
102Q2,臺北市,10846,256582.78,157,5425.1,1898,54916.2,1750,43322.64
102Q2,臺南市,6543,266933.86,205,11299.01,857,33516.39,694,25326.81
102Q2,臺東縣,447,30577.08,14,780.83,97,5540.94,105,3523.66
102Q2,花蓮縣,1408,50053.86,40,1494.3,174,7016.14,168,6650.59
102Q2,苗栗縣,1728,67599.35,61,2415.37,226,9822.72,240,10654.0
102Q2,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
102Q2,金門縣,106,4606.85,3,105.69,8,358.58,14,690.48
102Q2,雲林縣,1083,57203.2,61,2912.25,196,9154.61,202,17408.88
102Q2,高雄市,12251,424751.19,379,12921.77,1369,51554.5,1600,56855.41
102Q3,區域別總計,96173,3249818.13,2003,108506.14,11359,436422.72,11206,363809.27999999997
102Q3,南投縣,790,35473.35,37,1438.12,197,8877.49,212,12937.62
102Q3,嘉義市,929,33283.62,29,903.26,156,5453.39,122,4150.57
102Q3,嘉義縣,719,28843.5,32,1158.05,160,6948.33,143,5636.46
102Q3,基隆市,2779,64641.26,87,1898.56,205,6139.61,217,4809.76
102Q3,宜蘭縣,1832,67461.48,36,1355.1,235,7838.93,173,6502.59
102Q3,屏東縣,1426,58111.99,119,6934.15,320,18061.96,298,13107.220000000001
102Q3,彰化縣,2144,189069.98,87,7978.27,442,22219.87,417,18931.48
102Q3,新北市,21320,574508.91,181,12498.45,2239,68413.91,2323,57523.149999999994
102Q3,新竹市,2956,121184.97,19,490.32,182,6514.81,211,6355.25
102Q3,新竹縣,2998,108860.27,33,1606.72,186,6915.72,228,8228.89
102Q3,桃園市,13215,422701.39,404,38363.47,916,35355.92,1157,37706.67
102Q3,澎湖縣,75,2923.01,2,77.25,106,3432.95,51,1667.92
102Q3,臺中市,14084,503034.18,181,6128.99,1256,54719.44,1387,47321.35
102Q3,臺北市,9918,245850.37,104,2693.23,1874,62405.89,1706,39946.72
102Q3,臺南市,5439,217788.94,184,7729.01,851,32917.03,620,23445.98
102Q3,臺東縣,542,23048.04,15,430.64,132,4223.85,104,4356.06
102Q3,花蓮縣,1364,52050.2,34,1186.9,151,12511.27,155,6354.79
102Q3,苗栗縣,1410,58064.71,75,2898.62,242,13550.94,189,8099.38
102Q3,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
102Q3,金門縣,46,1301.66,1,43.02,32,2652.12,32,1681.94
102Q3,雲林縣,897,46422.24,58,3540.02,215,11227.81,162,10792.47
102Q3,高雄市,11290,395194.05,285,9153.99,1262,46041.44,1299,44253.020000000004
102Q4,區域別總計,96089,3256791.18,1845,136844.93,11322,433000.85,13287,447423.62
102Q4,南投縣,933,42812.35,36,1090.18,223,9810.32,152,8284.86
102Q4,嘉義市,1079,42139.36,110,3252.36,157,4966.28,163,5173.91
102Q4,嘉義縣,822,36048.97,23,5187.38,147,14219.96,152,6411.4800000000005
102Q4,基隆市,2435,59803.96,110,1397.45,267,6415.53,293,6520.58
102Q4,宜蘭縣,1878,66789.18,33,1049.81,219,8165.92,188,6947.219999999999
102Q4,屏東縣,1463,65516.2,80,3003.58,337,14957.84,358,15483.44
102Q4,彰化縣,2206,106605.5,74,18363.62,371,17773.93,390,19799.19
102Q4,新北市,21165,581519.94,158,13950.46,2089,70842.73,2829,91514.68000000001
102Q4,新竹市,2946,172476.75,22,520.91,217,7073.94,294,8655.810000000001
102Q4,新竹縣,3087,102673.03,24,1454.37,168,7686.92,226,8612.59
102Q4,桃園市,12349,401705.94,185,22162.03,879,33203.45,1390,46367.91
102Q4,澎湖縣,93,4374.3,18,28013.92,92,1894.32,53,2088.69
102Q4,臺中市,14803,500490.81,190,7310.42,1211,52843.35,1701,61981.37
102Q4,臺北市,9531,226864.0,105,2327.34,1883,57034.5,2185,53862.74
102Q4,臺南市,6020,244242.59,179,7126.03,842,34998.59,783,28674.11
102Q4,臺東縣,422,18473.26,21,1351.35,138,6335.9,140,5714.61
102Q4,花蓮縣,1274,53397.05,25,480.32,159,6822.95,176,6598.22
102Q4,苗栗縣,1587,63292.96,43,5369.66,223,11864.12,199,8741.78
102Q4,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
102Q4,金門縣,76,2619.0,0,0.0,22,1894.16,15,672.36
102Q4,雲林縣,1159,68088.19,48,3020.18,244,12504.01,174,8455.07
102Q4,高雄市,10761,396857.85,361,10413.56,1434,51692.13,1426,46863.02
103Q1,區域別總計,78812,2768354.45,1546,59743.26,10973,402860.29,16546,581653.8
103Q1,南投縣,778,36421.26,39,1188.29,218,9073.91,196,8145.2300000000005
103Q1,嘉義市,782,26947.98,19,492.6,162,5108.51,186,7003.799999999999
103Q1,嘉義縣,710,33572.26,30,1516.87,181,8632.25,162,10546.939999999999
103Q1,基隆市,1474,33982.34,77,2037.23,231,6075.28,222,5501.96
103Q1,宜蘭縣,1809,76995.96,36,1086.7,264,10543.98,306,11214.4
103Q1,屏東縣,1329,53558.48,69,3194.91,317,14715.77,526,19740.48
103Q1,彰化縣,1755,84133.44,76,6488.09,378,18258.01,425,24182.25
103Q1,新北市,14745,405751.36,219,7577.32,2044,68660.03,3228,89856.2
103Q1,新竹市,2170,159306.62,37,1319.84,215,6799.61,321,10784.6
103Q1,新竹縣,4331,148412.58,32,1233.02,201,8057.19,539,28986.420000000002
103Q1,桃園市,10556,355213.12,122,3871.31,839,32885.47,1465,55452.2
103Q1,澎湖縣,78,3737.22,4,93.9,76,1341.1,54,2252.0699999999997
103Q1,臺中市,11230,409683.04,120,6063.38,1042,49410.44,1943,78836.83
103Q1,臺北市,8214,189092.21,121,2393.17,1942,48712.44,3796,94900.98
103Q1,臺南市,4858,235325.43,165,7965.07,820,35834.9,875,39069.37
103Q1,臺東縣,359,14718.5,17,686.4,101,3613.43,147,6540.5599999999995
103Q1,花蓮縣,1009,35230.83,28,745.62,131,4973.93,164,6967.280000000001
103Q1,苗栗縣,1622,63204.01,18,638.17,196,10836.84,206,10832.8
103Q1,連江縣,1,102.5,1,13.43,0,0.0,0,0.0
103Q1,金門縣,158,3642.97,0,0.0,14,740.8,18,976.54
103Q1,雲林縣,935,48114.72,44,2459.98,211,10973.22,186,9070.86
103Q1,高雄市,9909,351207.62,272,8677.97,1390,47613.19,1581,60792.03
103Q2,區域別總計,85850,2875076.9,1689,97111.28,12329,484911.1,11749,392872.85
103Q2,南投縣,886,38797.06,32,1294.32,237,11555.59,211,10923.890000000001
103Q2,嘉義市,887,31956.57,31,712.12,185,6417.45,160,5858.59
103Q2,嘉義縣,716,32078.69,36,1404.66,174,7659.66,138,5537.99
103Q2,基隆市,1898,45218.43,53,1492.01,307,9788.98,264,5821.75
103Q2,宜蘭縣,1939,85227.14,44,1757.98,259,9760.24,170,6829.34
103Q2,屏東縣,1472,71037.57,84,2950.89,320,13240.05,439,16125.34
103Q2,彰化縣,1851,108840.6,76,3124.1,440,22125.57,402,18721.56
103Q2,新北市,16501,454413.0,143,3833.56,2229,81466.4,2147,58032.98
103Q2,新竹市,2682,72449.46,19,587.93,221,8043.51,232,8483.62
103Q2,新竹縣,3185,98780.2,24,1258.19,177,8956.9,227,8948.57
103Q2,桃園市,12112,388617.12,103,4543.02,1018,40337.24,1186,44120.28
103Q2,澎湖縣,58,2165.14,6,187.31,104,3461.77,44,1855.17
103Q2,臺中市,12288,422548.04,192,8052.16,1241,58653.91,1546,54203.21000000001
103Q2,臺北市,8480,211303.45,125,3915.89,2010,60390.47,1718,41770.14
103Q2,臺南市,5848,242162.22,168,17680.39,1002,44822.09,775,29281.83
103Q2,臺東縣,452,16968.06,28,1565.98,114,7264.72,158,5697.76
103Q2,花蓮縣,1283,50509.79,28,821.81,192,8383.22,193,7204.629999999999
103Q2,苗栗縣,1765,80335.35,39,1292.19,301,13977.57,210,9208.52
103Q2,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
103Q2,金門縣,78,2655.88,10,531.97,26,1636.93,18,975.04
103Q2,雲林縣,939,44324.24,72,4166.61,246,12256.07,164,8201.67
103Q2,高雄市,10530,374688.87,376,35938.22,1526,54712.76,1347,45070.97
103Q3,區域別總計,76466,2798576.9,1239,76547.96,12374,483595.29,13349,425209.77
103Q3,南投縣,724,32836.65,28,1197.75,227,12659.79,187,8078.23
103Q3,嘉義市,730,27277.72,20,946.16,145,8285.4,170,6536.25
103Q3,嘉義縣,681,30749.83,26,1711.54,215,8171.57,187,8412.69
103Q3,基隆市,1641,38750.31,30,716.49,280,9642.44,289,6921.32
103Q3,宜蘭縣,1666,69081.72,25,1996.25,278,13716.28,230,8531.81
103Q3,屏東縣,1428,69891.37,69,2181.13,355,17556.47,547,19410.149999999998
103Q3,彰化縣,1861,91034.39,50,1799.67,447,21607.12,495,21666.79
103Q3,新北市,14846,421634.96,139,4929.79,2322,69337.44,2516,58455.909999999996
103Q3,新竹市,3016,249990.3,28,12534.7,352,13429.5,345,9017.529999999999
103Q3,新竹縣,2628,92685.65,21,837.09,184,10560.93,328,12277.83
103Q3,桃園市,10057,374845.86,92,8784.52,984,39367.86,1302,44705.88
103Q3,澎湖縣,87,4427.2,2,25.57,111,2451.57,52,2099.52
103Q3,臺中市,11869,405991.76,147,4904.99,1203,53972.51,1777,62306.62
103Q3,臺北市,7510,174314.89,117,2740.6,2098,64421.4,1861,43947.350000000006
103Q3,臺南市,4941,222222.61,130,20625.18,914,38636.98,842,32145.550000000003
103Q3,臺東縣,399,18357.8,48,1761.38,93,4193.78,171,5749.650000000001
103Q3,花蓮縣,1147,49016.7,15,468.65,175,7402.92,177,6846.67
103Q3,苗栗縣,1206,51227.85,15,609.09,277,16077.97,193,8468.01
103Q3,連江縣,0,0.0,0,0.0,0,0.0,3,112.96
103Q3,金門縣,51,2789.67,0,0.0,28,1392.21,38,1792.4299999999998
103Q3,雲林縣,1055,51915.72,45,2172.79,244,16407.5,199,10356.4
103Q3,高雄市,8923,319533.94,192,5604.63,1442,54303.64,1440,47370.219999999994
103Q4,區域別總計,79470,2867239.26,1448,63662.97,11943,515503.22,13673,441471.13
103Q4,南投縣,746,32385.27,39,3682.48,222,10985.66,229,9553.68
103Q4,嘉義市,918,39775.61,25,914.71,169,7882.71,185,6742.01
103Q4,嘉義縣,904,38727.98,34,1505.18,211,9575.41,204,8299.82
103Q4,基隆市,1707,41130.55,49,862.85,252,7264.81,341,7603.85
103Q4,宜蘭縣,2035,72616.48,24,839.17,266,12897.95,229,8902.89
103Q4,屏東縣,1279,59626.27,59,3049.55,363,17822.56,379,15207.75
103Q4,彰化縣,1964,110556.38,67,2389.05,434,33793.02,492,22996.05
103Q4,新北市,14324,434648.0,148,5125.51,2172,82427.73,2670,68608.93
103Q4,新竹市,1931,91789.3,26,760.2,209,10179.27,244,7949.460000000001
103Q4,新竹縣,3639,126233.76,39,2800.93,235,15150.67,363,13190.74
103Q4,桃園市,10937,325960.06,136,8315.92,1028,45309.06,1338,43526.81
103Q4,澎湖縣,101,4112.32,2,54.68,121,4040.52,54,2008.79
103Q4,臺中市,12500,534965.28,169,5903.98,1264,58326.91,1683,63300.36
103Q4,臺北市,7819,204014.6,105,3725.22,1846,59534.63,2212,51323.21
103Q4,臺南市,4905,198114.86,175,6623.13,965,42353.75,899,32743.53
103Q4,臺東縣,431,18165.12,7,212.77,99,5010.5,91,3683.4700000000003
103Q4,花蓮縣,1121,42381.03,18,478.34,148,7964.92,183,7072.1900000000005
103Q4,苗栗縣,1562,75950.54,25,1209.26,283,14240.48,187,8145.15
103Q4,連江縣,0,0.0,0,0.0,0,0.0,2,415.51
103Q4,金門縣,69,2800.77,1,61.53,14,1317.22,42,1665.51
103Q4,雲林縣,1125,72698.59,47,2562.77,277,17938.03,187,8950.960000000001
103Q4,高雄市,9453,340586.49,253,12585.72,1365,51487.4,1459,49580.46000000001
104Q1,區域別總計,63477,2331116.8,1300,54730.19,11012,435726.24,15820,552380.8
104Q1,南投縣,759,32308.14,24,1316.68,233,10866.17,242,13493.23
104Q1,嘉義市,692,27301.61,9,162.13,184,7312.79,209,8913.039999999999
104Q1,嘉義縣,686,39024.86,36,2758.62,172,7928.23,150,6061.43
104Q1,基隆市,1190,45364.06,36,596.21,261,8619.8,238,5815.849999999999
104Q1,宜蘭縣,1615,62356.78,23,562.53,226,10201.44,203,7951.1
104Q1,屏東縣,1385,73946.75,67,5585.45,369,17440.4,349,15942.95
104Q1,彰化縣,1620,80103.08,79,3047.35,378,18898.34,524,25103.199999999997
104Q1,新北市,11036,347358.86,117,2705.01,1950,61281.96,3449,92168.39
104Q1,新竹市,1993,105790.17,17,425.35,255,10226.23,295,9344.03
104Q1,新竹縣,2243,80709.25,15,1296.48,134,7051.05,298,13167.72
104Q1,桃園市,8132,261475.14,80,2753.4,862,32419.19,1419,55652.34
104Q1,澎湖縣,88,4129.96,4,87.61,101,2500.13,43,1723.02
104Q1,臺中市,9838,332869.21,112,5625.2,1078,51932.95,1843,73452.57
104Q1,臺北市,6478,171185.91,89,2072.71,1886,61991.85,3338,86176.26999999999
104Q1,臺南市,4391,184038.13,137,8646.58,849,39032.29,878,37916.67
104Q1,臺東縣,392,17345.05,14,430.4,103,4649.94,126,5132.8
104Q1,花蓮縣,923,34354.76,35,1786.84,148,6844.98,216,8590.27
104Q1,苗栗縣,1084,61670.68,29,1362.04,233,11211.62,230,12602.95
104Q1,連江縣,2,70.97,0,0.0,2,54.77,0,0.0
104Q1,金門縣,92,3334.87,1,43.81,18,663.73,25,1222.81
104Q1,雲林縣,991,60023.34,158,5271.71,209,12369.49,204,14319.329999999998
104Q1,高雄市,7847,306355.22,218,8194.1,1361,52228.9,1541,57630.86
104Q2,區域別總計,70771,2651610.68,1139,62470.16,12832,510724.55,11241,372760.77
104Q2,南投縣,770,38525.34,26,942.17,231,14414.98,201,10269.47
104Q2,嘉義市,727,29883.74,19,905.78,179,7764.83,174,6314.63
104Q2,嘉義縣,808,37675.8,19,879.81,160,7117.19,177,10032.060000000001
104Q2,基隆市,1256,29286.6,32,771.51,302,7708.84,250,5889.09
104Q2,宜蘭縣,1581,54336.98,23,628.64,269,13879.36,214,8746.54
104Q2,屏東縣,1451,74551.39,79,3265.4,331,15529.78,357,15636.41
104Q2,彰化縣,1825,97286.31,49,6236.24,468,22650.23,409,18747.41
104Q2,新北市,12497,340021.43,116,2512.81,2439,77673.9,2080,51757.82
104Q2,新竹市,2988,273709.7,19,647.51,363,15104.97,275,8337.99
104Q2,新竹縣,2671,106281.92,17,606.69,184,9203.47,254,11002.41
104Q2,桃園市,9394,360167.62,75,9239.85,938,38951.44,1038,34100.74
104Q2,澎湖縣,60,2556.22,4,150.75,109,2733.99,34,1312.97
104Q2,臺中市,10521,361668.44,137,14981.13,1401,63519.17,1514,55102.1
104Q2,臺北市,6583,161480.81,122,3360.89,2240,68690.1,1647,37994.97
104Q2,臺南市,4850,203715.92,101,5023.05,919,40664.12,712,29156.33
104Q2,臺東縣,664,26826.1,16,575.03,122,6466.96,121,4359.08
104Q2,花蓮縣,1088,46391.81,22,1342.35,226,10877.23,166,6142.719999999999
104Q2,苗栗縣,1130,50980.26,22,1438.92,292,16340.11,226,10199.89
104Q2,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
104Q2,金門縣,68,2723.96,1,45.38,33,1914.18,18,845.08
104Q2,雲林縣,1182,61866.38,44,2284.11,226,14227.98,158,6825.02
104Q2,高雄市,8657,291673.96,196,6632.13,1400,55291.71,1216,39988.020000000004
104Q3,區域別總計,64850,2290211.46,1108,56401.7,12820,514175.43,11164,370040.88
104Q3,南投縣,659,31099.0,32,1122.06,237,12498.65,206,8834.55
104Q3,嘉義市,770,30802.76,30,1899.31,184,7059.71,129,4839.49
104Q3,嘉義縣,632,29769.86,36,2039.36,191,8687.16,122,4570.3
104Q3,基隆市,1253,29719.16,32,645.27,275,7318.71,227,6726.45
104Q3,宜蘭縣,1241,49528.85,26,2402.1,268,12207.58,199,8497.58
104Q3,屏東縣,1501,60825.98,73,2533.89,355,16945.53,336,13489.679999999998
104Q3,彰化縣,1891,83663.38,63,5292.79,440,21924.94,409,18990.91
104Q3,新北市,11401,320804.64,119,3022.24,2364,73846.49,2081,51025.19
104Q3,新竹市,2396,118681.33,21,535.44,244,11538.02,235,7152.700000000001
104Q3,新竹縣,2296,90137.2,18,2250.61,152,8408.44,249,9575.89
104Q3,桃園市,8341,261242.02,82,10239.84,977,45185.83,1118,36486.2
104Q3,澎湖縣,53,2432.12,5,131.77,141,4255.92,49,1520.68
104Q3,臺中市,9194,314518.99,98,5733.66,1329,60686.65,1379,55681.68000000001
104Q3,臺北市,6572,171004.26,81,2697.37,2311,65632.01,1734,39231.32
104Q3,臺南市,4596,210263.72,154,7543.77,928,45076.24,723,29731.37
104Q3,臺東縣,461,17097.33,13,381.07,112,6768.32,113,3869.0
104Q3,花蓮縣,1049,37805.67,20,581.29,178,7655.35,203,8020.620000000001
104Q3,苗栗縣,1260,78573.44,15,571.91,303,16578.17,209,9448.51
104Q3,連江縣,2,101.26,0,0.0,0,0.0,0,0.0
104Q3,金門縣,244,5954.62,1,24.48,21,1465.83,34,1670.99
104Q3,雲林縣,869,56594.02,34,1545.04,210,14440.86,173,8545.29
104Q3,高雄市,8169,289591.83,155,5208.45,1600,65995.02,1236,42132.49
104Q4,區域別總計,93452,3460596.68,1122,51644.72,13286,502187.49,17306,592361.27
104Q4,南投縣,951,42376.73,32,1598.95,250,13616.44,223,11410.710000000001
104Q4,嘉義市,895,36534.45,8,426.28,203,8744.9,182,6256.55
104Q4,嘉義縣,1109,47968.14,32,1164.45,189,8606.91,169,6351.200000000001
104Q4,基隆市,1537,37036.07,29,920.82,286,8264.86,348,7968.219999999999
104Q4,宜蘭縣,2301,88515.2,20,811.71,316,13004.1,273,10657.43
104Q4,屏東縣,1712,83179.75,73,2738.63,411,19019.88,333,14814.99
104Q4,彰化縣,2408,132434.21,74,2672.32,479,23354.42,513,25989.03
104Q4,新北市,15513,455555.07,111,2789.06,2356,74082.72,3436,85283.07
104Q4,新竹市,3072,141767.02,14,600.87,243,8310.65,327,10297.17
104Q4,新竹縣,4542,156902.47,8,248.5,194,10819.84,337,14531.699999999999
104Q4,桃園市,12256,428389.4,63,10373.22,1039,40462.65,1532,49988.22
104Q4,澎湖縣,143,7555.29,5,60.92,117,3666.6,59,1853.88
104Q4,臺中市,14694,535957.81,141,6303.29,1462,68779.09,2588,92488.11
104Q4,臺北市,10271,292099.78,107,3494.82,2373,63807.44,3186,82624.34
104Q4,臺南市,7258,385489.72,97,4231.57,1054,42074.27,1027,40491.61
104Q4,臺東縣,488,19616.67,11,309.04,109,6176.78,125,5266.53
104Q4,花蓮縣,1046,42609.39,12,678.63,160,7129.63,231,10661.86
104Q4,苗栗縣,1717,89139.18,22,731.09,282,13290.2,312,15581.51
104Q4,連江縣,0,0.0,0,0.0,0,0.0,3,42.92
104Q4,金門縣,203,5640.41,2,111.92,17,1026.17,29,1551.95
104Q4,雲林縣,1164,70397.19,53,2625.89,226,12500.41,233,24404.56
104Q4,高雄市,10172,361432.72,208,8752.76,1520,55449.53,1840,73845.67
105Q1,區域別總計,43182,1527108.51,1011,55396.03,11669,443550.21,11257,419156.01
105Q1,南投縣,439,18768.19,19,3116.24,208,10593.27,211,11087.72
105Q1,嘉義市,493,17644.77,172,2531.23,175,6518.57,148,5886.07
105Q1,嘉義縣,519,26488.53,16,4639.45,162,7814.66,118,5106.89
105Q1,基隆市,1116,26042.73,21,364.45,211,6296.51,163,4242.84
105Q1,宜蘭縣,841,34277.98,8,418.06,284,14953.58,176,7359.68
105Q1,屏東縣,1006,41794.21,70,2492.76,382,15730.18,322,13066.85
105Q1,彰化縣,1061,54478.53,33,1899.93,450,19967.41,355,17712.760000000002
105Q1,新北市,7109,231251.0,98,5145.15,2039,61035.33,2198,60794.81
105Q1,新竹市,1205,50991.35,11,3896.37,185,7390.79,279,12204.13
105Q1,新竹縣,1691,79056.55,19,822.51,194,9255.32,217,10306.28
105Q1,桃園市,6106,201658.84,46,1839.88,882,38284.6,976,36443.92
105Q1,澎湖縣,50,2007.31,3,68.71,92,2297.82,28,1078.56
105Q1,臺中市,6281,219529.33,110,4260.84,1209,49774.26,1296,56120.61
105Q1,臺北市,3978,100991.91,96,2710.27,1826,55325.5,2126,55116.04
105Q1,臺南市,3148,132595.37,81,2246.91,1033,40721.01,771,34366.740000000005
105Q1,臺東縣,300,13502.99,12,336.87,92,6225.98,83,3528.1899999999996
105Q1,花蓮縣,537,25329.74,11,663.24,196,8965.48,136,5570.55
105Q1,苗栗縣,818,33684.56,14,494.3,260,13201.44,198,10221.52
105Q1,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
105Q1,金門縣,152,3145.76,0,0.0,26,1321.0,26,1106.97
105Q1,雲林縣,619,31060.59,29,5926.87,213,10447.04,189,17734.19
105Q1,高雄市,5713,182808.25,142,11522.0,1550,57430.48,1241,50100.68
105Q2,區域別總計,65399,2235353.4,1081,53528.27,14213,557893.53,9870,337847.68
105Q2,南投縣,568,26212.66,23,1528.34,228,10673.26,196,8284.02
105Q2,嘉義市,554,18695.35,14,795.77,169,7020.31,143,4608.36
105Q2,嘉義縣,622,24903.81,30,1652.63,255,13337.49,181,8808.869999999999
105Q2,基隆市,2708,54755.92,29,798.61,321,9305.72,189,3993.68
105Q2,宜蘭縣,1318,55350.25,17,862.92,407,17533.76,219,8735.94
105Q2,屏東縣,1157,59628.68,81,3862.31,442,20025.55,286,12744.96
105Q2,彰化縣,1519,75501.97,53,9180.45,532,25720.87,346,18778.74
105Q2,新北市,10681,359460.09,133,3214.1,2445,77040.59,1704,43403.509999999995
105Q2,新竹市,1964,121922.71,14,419.13,283,10464.71,205,6657.06
105Q2,新竹縣,2407,78218.95,25,1065.45,204,9608.1,200,8439.24
105Q2,桃園市,12053,344607.7,74,3852.69,1140,50908.48,934,31930.56
105Q2,澎湖縣,59,2502.34,2,92.83,166,3819.62,45,1539.5700000000002
105Q2,臺中市,8708,297385.29,122,4090.1,1549,73609.75,1455,51219.280000000006
105Q2,臺北市,5220,125389.85,103,2588.19,2357,65912.4,1358,33523.01
105Q2,臺南市,4259,176048.63,116,9126.07,1097,44859.18,759,29467.09
