資料期別,縣市,本季購置住宅貸款違約率(%),download_timestamp,process_timestamp
100Q4,嘉義縣,1.07,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
100Q4,彰化縣,0.71,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
100Q4,澎湖縣,0.25,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,全國,0.31,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,台中市,0.28,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,台北市,0.1,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,台東縣,1.57,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,台南市,0.39,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,宜蘭縣,0.37,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,花蓮縣,0.41,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,金門縣,0.47,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,南投縣,1.42,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,屏東縣,0.85,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,苗栗縣,1.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,桃園市,0.57,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,高雄市,0.49,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,基隆市,1.06,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,雲林縣,0.86,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,新北市,0.15,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,新竹市,0.34,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,新竹縣,0.43,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,嘉義市,0.33,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,嘉義縣,0.84,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,彰化縣,0.61,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q1,澎湖縣,0.46,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,全國,0.28,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,台中市,0.25,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,台北市,0.1,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,台東縣,1.51,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,台南市,0.35,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,宜蘭縣,0.37,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,花蓮縣,0.34,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,金門縣,0.38,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,南投縣,1.31,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,屏東縣,0.81,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,苗栗縣,0.94,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,桃園市,0.5,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,高雄市,0.43,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,基隆市,1.03,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,雲林縣,0.84,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,新北市,0.13,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,新竹市,0.3,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,新竹縣,0.39,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,嘉義市,0.3,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,嘉義縣,0.76,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,彰化縣,0.58,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q2,澎湖縣,0.3,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,全國,0.24,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,台中市,0.23,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,台北市,0.1,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,台東縣,1.44,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,台南市,0.32,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,宜蘭縣,0.32,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,花蓮縣,0.34,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,金門縣,0.26,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,南投縣,1.13,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,屏東縣,0.79,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,苗栗縣,0.54,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,桃園市,0.4,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,高雄市,0.37,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,基隆市,0.92,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,雲林縣,0.67,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,新北市,0.12,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,新竹市,0.18,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,新竹縣,0.27,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,嘉義市,0.25,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,嘉義縣,0.75,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,彰化縣,0.52,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q3,澎湖縣,0.22,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,全國,0.22,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,台中市,0.2,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,台北市,0.1,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,台東縣,1.34,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,台南市,0.28,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,宜蘭縣,0.28,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,花蓮縣,0.29,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,金門縣,0.25,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,南投縣,0.97,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,屏東縣,0.72,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,苗栗縣,0.49,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,桃園市,0.35,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,高雄市,0.34,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,基隆市,0.81,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,雲林縣,0.61,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,新北市,0.11,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,新竹市,0.19,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,新竹縣,0.26,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,嘉義市,0.25,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,嘉義縣,0.66,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,彰化縣,0.51,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
101Q4,澎湖縣,0.18,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,全國,0.21,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,台中市,0.19,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,台北市,0.09,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,台東縣,1.41,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,台南市,0.25,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,宜蘭縣,0.3,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,花蓮縣,0.26,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,金門縣,0.17,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,南投縣,0.95,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,屏東縣,0.66,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,苗栗縣,0.42,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,桃園市,0.31,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,高雄市,0.32,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,基隆市,0.78,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,雲林縣,0.65,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,新北市,0.11,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,新竹市,0.17,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,新竹縣,0.26,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,嘉義市,0.23,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,嘉義縣,0.63,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,彰化縣,0.54,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q1,澎湖縣,0.16,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,全國,0.19,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,台中市,0.18,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,台北市,0.09,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,台東縣,1.04,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,台南市,0.22,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,宜蘭縣,0.39,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,花蓮縣,0.3,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,金門縣,0.2,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,南投縣,0.85,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,屏東縣,0.57,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,苗栗縣,0.38,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,桃園市,0.29,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,高雄市,0.28,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,基隆市,0.7,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,雲林縣,0.56,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,新北市,0.11,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,新竹市,0.17,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,新竹縣,0.22,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,嘉義市,0.22,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,嘉義縣,0.64,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,彰化縣,0.47,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q2,澎湖縣,0.15,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,全國,0.19,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,台中市,0.16,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,台北市,0.09,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,台東縣,0.98,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,台南市,0.25,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,宜蘭縣,0.28,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,花蓮縣,0.27,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,金門縣,0.18,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,南投縣,0.82,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,屏東縣,0.54,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,苗栗縣,0.34,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,桃園市,0.27,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,高雄市,0.26,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,基隆市,0.68,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,雲林縣,0.59,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,新北市,0.11,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,新竹市,0.19,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,新竹縣,0.17,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,嘉義市,0.19,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,嘉義縣,0.61,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,彰化縣,0.51,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q3,澎湖縣,0.13,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,全國,0.17,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,台中市,0.14,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,台北市,0.11,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,台東縣,1.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,台南市,0.23,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,宜蘭縣,0.26,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,花蓮縣,0.17,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,金門縣,0.15,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,南投縣,0.72,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,屏東縣,0.78,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,苗栗縣,0.31,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,桃園市,0.24,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,高雄市,0.21,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,基隆市,0.59,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,雲林縣,0.54,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,新北市,0.1,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,新竹市,0.2,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,新竹縣,0.16,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,嘉義市,0.33,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,嘉義縣,0.45,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,彰化縣,0.45,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
102Q4,澎湖縣,0.13,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,全國,0.17,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,台中市,0.14,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,台北市,0.12,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,台東縣,0.78,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,台南市,0.22,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,宜蘭縣,0.24,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,花蓮縣,0.2,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,金門縣,0.18,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,南投縣,0.76,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,屏東縣,0.4,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,苗栗縣,0.26,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,桃園市,0.22,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,高雄市,0.28,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,基隆市,0.53,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,雲林縣,0.58,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,新北市,0.1,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,新竹市,0.18,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,新竹縣,0.14,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,嘉義市,0.23,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,嘉義縣,0.45,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,彰化縣,0.43,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q1,澎湖縣,0.13,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,全國,0.15,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,台中市,0.13,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,台北市,0.12,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,台東縣,0.8,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,台南市,0.18,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,宜蘭縣,0.26,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,花蓮縣,0.17,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,金門縣,0.22,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,南投縣,0.67,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,屏東縣,0.38,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,苗栗縣,0.25,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,桃園市,0.19,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,高雄市,0.19,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,基隆市,0.46,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,雲林縣,0.52,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,新北市,0.1,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,新竹市,0.16,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,新竹縣,0.14,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,嘉義市,0.19,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,嘉義縣,0.41,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,彰化縣,0.26,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q2,澎湖縣,0.1,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,全國,0.16,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,台中市,0.14,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,台北市,0.13,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,台東縣,0.71,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,台南市,0.18,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,宜蘭縣,0.24,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,花蓮縣,0.18,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,金門縣,0.23,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,南投縣,0.64,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,屏東縣,0.32,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,苗栗縣,0.21,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,桃園市,0.19,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,高雄市,0.2,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,基隆市,0.43,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,雲林縣,0.61,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,新北市,0.11,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,新竹市,0.17,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,新竹縣,0.15,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,嘉義市,0.16,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,嘉義縣,0.48,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,彰化縣,0.21,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q3,澎湖縣,0.18,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,全國,0.14,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,台中市,0.12,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,台北市,0.12,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,台東縣,0.34,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,台南市,0.14,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,宜蘭縣,0.17,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,花蓮縣,0.12,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,金門縣,0.22,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,南投縣,0.59,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,屏東縣,0.33,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,苗栗縣,0.19,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,桃園市,0.18,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,高雄市,0.16,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,基隆市,0.43,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,雲林縣,0.54,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,新北市,0.1,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,新竹市,0.14,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,新竹縣,0.13,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,嘉義市,0.13,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,嘉義縣,0.29,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,彰化縣,0.13,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
103Q4,澎湖縣,0.14,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,全國,0.15,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,台中市,0.12,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,台北市,0.13,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,台東縣,0.27,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,台南市,0.14,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,宜蘭縣,0.13,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,花蓮縣,0.12,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,金門縣,0.08,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,南投縣,0.57,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,屏東縣,0.4,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,苗栗縣,0.19,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,桃園市,0.17,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,高雄市,0.17,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,基隆市,0.39,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,連江縣,0.0,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,雲林縣,0.57,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,新北市,0.12,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,新竹市,0.15,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,新竹縣,0.11,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,嘉義市,0.16,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
104Q1,嘉義縣,0.35,2026-07-02 11:51:38 CST,2026-07-02 11:51:38 CST
