資料期別,縣市,建物買賣移轉登記棟數
110Q1,台北市,7825.0
110Q1,台東縣,336.0
110Q1,台南市,5525.0
110Q1,宜蘭縣,1500.0
110Q1,花蓮縣,761.0
110Q1,金門縣,168.0
110Q1,南投縣,666.0
110Q1,屏東縣,1402.0
110Q1,苗栗縣,1661.0
110Q1,桃園市,11318.0
110Q1,高雄市,9626.0
110Q1,基隆市,1283.0
110Q1,連江縣,0.0
110Q1,雲林縣,1156.0
110Q1,新北市,15233.0
110Q1,新竹市,2966.0
110Q1,新竹縣,3073.0
110Q1,嘉義市,790.0
110Q1,嘉義縣,876.0
110Q1,彰化縣,1960.0
110Q1,澎湖縣,76.0
110Q2,全國,94314.0
110Q2,台中市,12920.0
110Q2,台北市,8678.0
110Q2,台東縣,585.0
110Q2,台南市,7923.0
110Q2,宜蘭縣,1879.0
110Q2,花蓮縣,989.0
110Q2,金門縣,210.0
110Q2,南投縣,779.0
110Q2,屏東縣,1668.0
110Q2,苗栗縣,1736.0
110Q2,桃園市,11892.0
110Q2,高雄市,12405.0
110Q2,基隆市,1568.0
110Q2,連江縣,1.0
110Q2,雲林縣,1309.0
110Q2,新北市,18483.0
110Q2,新竹市,3121.0
110Q2,新竹縣,3976.0
110Q2,嘉義市,1002.0
110Q2,嘉義縣,961.0
110Q2,彰化縣,2138.0
110Q2,澎湖縣,91.0
110Q3,全國,73734.0
110Q3,台中市,9598.0
110Q3,台北市,6371.0
110Q3,台東縣,386.0
110Q3,台南市,6640.0
110Q3,宜蘭縣,1483.0
110Q3,花蓮縣,1305.0
110Q3,金門縣,248.0
110Q3,南投縣,667.0
110Q3,屏東縣,1375.0
110Q3,苗栗縣,1429.0
110Q3,桃園市,9739.0
110Q3,高雄市,9271.0
110Q3,基隆市,1213.0
110Q3,連江縣,1.0
110Q3,雲林縣,938.0
110Q3,新北市,14107.0
110Q3,新竹市,2033.0
110Q3,新竹縣,3301.0
110Q3,嘉義市,853.0
110Q3,嘉義縣,1030.0
110Q3,彰化縣,1683.0
110Q3,澎湖縣,63.0
110Q4,全國,99315.0
110Q4,台中市,14842.0
110Q4,台北市,8027.0
110Q4,台東縣,390.0
110Q4,台南市,6664.0
110Q4,宜蘭縣,1987.0
110Q4,花蓮縣,1073.0
110Q4,金門縣,200.0
110Q4,南投縣,871.0
110Q4,屏東縣,1776.0
110Q4,苗栗縣,1984.0
110Q4,桃園市,13882.0
110Q4,高雄市,13595.0
110Q4,基隆市,1548.0
110Q4,連江縣,0.0
110Q4,雲林縣,1166.0
110Q4,新北市,20472.0
110Q4,新竹市,3006.0
110Q4,新竹縣,3621.0
110Q4,嘉義市,838.0
110Q4,嘉義縣,942.0
110Q4,彰化縣,2318.0
110Q4,澎湖縣,113.0
111Q1,全國,84776.0
111Q1,台中市,12740.0
111Q1,台北市,7835.0
111Q1,台東縣,408.0
111Q1,台南市,6091.0
111Q1,宜蘭縣,1909.0
111Q1,花蓮縣,861.0
111Q1,金門縣,133.0
111Q1,南投縣,771.0
111Q1,屏東縣,1841.0
111Q1,苗栗縣,1694.0
111Q1,桃園市,11338.0
111Q1,高雄市,10323.0
111Q1,基隆市,1997.0
111Q1,連江縣,1.0
111Q1,雲林縣,996.0
111Q1,新北市,16594.0
111Q1,新竹市,2011.0
111Q1,新竹縣,3536.0
111Q1,嘉義市,814.0
111Q1,嘉義縣,702.0
111Q1,彰化縣,2073.0
111Q1,澎湖縣,108.0
111Q2,全國,86026.0
111Q2,台中市,13099.0
111Q2,台北市,8267.0
111Q2,台東縣,650.0
111Q2,台南市,6410.0
111Q2,宜蘭縣,1845.0
111Q2,花蓮縣,817.0
111Q2,金門縣,152.0
111Q2,南投縣,804.0
111Q2,屏東縣,1773.0
111Q2,苗栗縣,1611.0
111Q2,桃園市,11185.0
111Q2,高雄市,10395.0
111Q2,基隆市,1617.0
111Q2,連江縣,0.0
111Q2,雲林縣,1244.0
111Q2,新北市,17228.0
111Q2,新竹市,2050.0
111Q2,新竹縣,2863.0
111Q2,嘉義市,836.0
111Q2,嘉義縣,730.0
111Q2,彰化縣,2347.0
111Q2,澎湖縣,103.0
111Q3,全國,76884.0
111Q3,台中市,11670.0
111Q3,台北市,6961.0
111Q3,台東縣,719.0
111Q3,台南市,6097.0
111Q3,宜蘭縣,1757.0
111Q3,花蓮縣,827.0
111Q3,金門縣,136.0
111Q3,南投縣,886.0
111Q3,屏東縣,1621.0
111Q3,苗栗縣,1447.0
111Q3,桃園市,10686.0
111Q3,高雄市,8963.0
111Q3,基隆市,1582.0
111Q3,連江縣,0.0
111Q3,雲林縣,1047.0
111Q3,新北市,14559.0
111Q3,新竹市,1737.0
111Q3,新竹縣,2822.0
111Q3,嘉義市,694.0
111Q3,嘉義縣,680.0
111Q3,彰化縣,1892.0
111Q3,澎湖縣,101.0
111Q4,全國,74170.0
111Q4,台中市,13279.0
111Q4,台北市,6042.0
111Q4,台東縣,333.0
111Q4,台南市,4980.0
111Q4,宜蘭縣,1621.0
111Q4,花蓮縣,856.0
111Q4,金門縣,159.0
111Q4,南投縣,686.0
111Q4,屏東縣,1587.0
111Q4,苗栗縣,1254.0
111Q4,桃園市,10728.0
111Q4,高雄市,8032.0
111Q4,基隆市,1385.0
111Q4,連江縣,0.0
111Q4,雲林縣,1341.0
111Q4,新北市,13077.0
111Q4,新竹市,1844.0
111Q4,新竹縣,3236.0
111Q4,嘉義市,592.0
111Q4,嘉義縣,998.0
111Q4,彰化縣,2009.0
111Q4,澎湖縣,131.0
112Q1,全國,64291.0
112Q1,台中市,9945.0
112Q1,台北市,5677.0
112Q1,台東縣,519.0
112Q1,台南市,4932.0
112Q1,宜蘭縣,1291.0
112Q1,花蓮縣,618.0
112Q1,金門縣,152.0
112Q1,南投縣,693.0
112Q1,屏東縣,1358.0
112Q1,苗栗縣,1128.0
112Q1,桃園市,8190.0
112Q1,高雄市,8025.0
112Q1,基隆市,1447.0
112Q1,連江縣,0.0
112Q1,雲林縣,954.0
112Q1,新北市,12521.0
112Q1,新竹市,1478.0
112Q1,新竹縣,2180.0
112Q1,嘉義市,783.0
112Q1,嘉義縣,780.0
112Q1,彰化縣,1530.0
112Q1,澎湖縣,90.0
112Q2,全國,74651.0
112Q2,台中市,11590.0
112Q2,台北市,7013.0
112Q2,台東縣,360.0
112Q2,台南市,5414.0
112Q2,宜蘭縣,1590.0
112Q2,花蓮縣,723.0
112Q2,金門縣,166.0
112Q2,南投縣,652.0
112Q2,屏東縣,1711.0
112Q2,苗栗縣,1517.0
112Q2,桃園市,9745.0
112Q2,高雄市,9258.0
112Q2,基隆市,1756.0
112Q2,連江縣,5.0
112Q2,雲林縣,1104.0
112Q2,新北市,14694.0
112Q2,新竹市,1745.0
112Q2,新竹縣,2079.0
112Q2,嘉義市,793.0
112Q2,嘉義縣,891.0
112Q2,彰化縣,1715.0
112Q2,澎湖縣,130.0
112Q3,全國,79812.0
112Q3,台中市,12439.0
112Q3,台北市,6965.0
112Q3,台東縣,516.0
112Q3,台南市,6302.0
112Q3,宜蘭縣,1511.0
112Q3,花蓮縣,803.0
112Q3,金門縣,146.0
112Q3,南投縣,739.0
112Q3,屏東縣,1462.0
112Q3,苗栗縣,1907.0
112Q3,桃園市,11512.0
112Q3,高雄市,8974.0
112Q3,基隆市,1848.0
112Q3,連江縣,1.0
112Q3,雲林縣,1146.0
112Q3,新北市,14969.0
112Q3,新竹市,2735.0
112Q3,新竹縣,2422.0
112Q3,嘉義市,692.0
112Q3,嘉義縣,730.0
112Q3,彰化縣,1865.0
112Q3,澎湖縣,128.0
112Q4,全國,88217.0
112Q4,台中市,13719.0
112Q4,台北市,7080.0
112Q4,台東縣,427.0
112Q4,台南市,8300.0
112Q4,宜蘭縣,1653.0
112Q4,花蓮縣,794.0
112Q4,金門縣,164.0
112Q4,南投縣,1156.0
112Q4,屏東縣,1658.0
112Q4,苗栗縣,1777.0
112Q4,桃園市,11259.0
112Q4,高雄市,10009.0
112Q4,基隆市,1552.0
112Q4,連江縣,1.0
112Q4,雲林縣,1337.0
112Q4,新北市,17825.0
112Q4,新竹市,2367.0
112Q4,新竹縣,3160.0
112Q4,嘉義市,956.0
112Q4,嘉義縣,746.0
112Q4,彰化縣,2170.0
112Q4,澎湖縣,107.0
113Q1,全國,81013.0
113Q1,台中市,12130.0
113Q1,台北市,7307.0
113Q1,台東縣,407.0
113Q1,台南市,6865.0
113Q1,宜蘭縣,1691.0
113Q1,花蓮縣,825.0
113Q1,金門縣,177.0
113Q1,南投縣,790.0
113Q1,屏東縣,1822.0
113Q1,苗栗縣,1495.0
113Q1,桃園市,11063.0
113Q1,高雄市,10435.0
113Q1,基隆市,1441.0
113Q1,連江縣,0.0
113Q1,雲林縣,1283.0
113Q1,新北市,15092.0
113Q1,新竹市,2045.0
113Q1,新竹縣,2560.0
113Q1,嘉義市,830.0
113Q1,嘉義縣,890.0
113Q1,彰化縣,1745.0
113Q1,澎湖縣,120.0
113Q2,全國,95765.0
113Q2,台中市,13718.0
113Q2,台北市,8149.0
113Q2,台東縣,337.0
113Q2,台南市,7670.0
113Q2,宜蘭縣,1917.0
113Q2,花蓮縣,799.0
113Q2,金門縣,141.0
113Q2,南投縣,924.0
113Q2,屏東縣,2019.0
113Q2,苗栗縣,1657.0
113Q2,桃園市,12627.0
113Q2,高雄市,13444.0
113Q2,基隆市,2310.0
113Q2,連江縣,1.0
113Q2,雲林縣,1100.0
113Q2,新北市,17998.0
113Q2,新竹市,2600.0
113Q2,新竹縣,3688.0
113Q2,嘉義市,928.0
113Q2,嘉義縣,952.0
113Q2,彰化縣,2660.0
113Q2,澎湖縣,126.0
113Q3,全國,94350.0
113Q3,台中市,15998.0
113Q3,台北市,7772.0
113Q3,台東縣,425.0
113Q3,台南市,7025.0
113Q3,宜蘭縣,1852.0
113Q3,花蓮縣,727.0
113Q3,金門縣,123.0
113Q3,南投縣,874.0
113Q3,屏東縣,1716.0
113Q3,苗栗縣,1674.0
113Q3,桃園市,13577.0
113Q3,高雄市,11834.0
113Q3,基隆市,1966.0
113Q3,連江縣,183.0
113Q3,雲林縣,1563.0
113Q3,新北市,17693.0
113Q3,新竹市,2164.0
113Q3,新竹縣,2968.0
113Q3,嘉義市,863.0
113Q3,嘉義縣,868.0
113Q3,彰化縣,2380.0
113Q3,澎湖縣,105.0
113Q4,全國,79397.0
113Q4,台中市,13150.0
113Q4,台北市,6702.0
113Q4,台東縣,437.0
113Q4,台南市,6223.0
113Q4,宜蘭縣,1435.0
113Q4,花蓮縣,681.0
113Q4,金門縣,146.0
113Q4,南投縣,993.0
113Q4,屏東縣,1308.0
113Q4,苗栗縣,2150.0
113Q4,桃園市,11922.0
113Q4,高雄市,9529.0
113Q4,基隆市,1519.0
113Q4,連江縣,19.0
113Q4,雲林縣,1255.0
113Q4,新北市,13386.0
113Q4,新竹市,1428.0
113Q4,新竹縣,2682.0
113Q4,嘉義市,626.0
113Q4,嘉義縣,1089.0
113Q4,彰化縣,2618.0
113Q4,澎湖縣,99.0
114Q1,全國,63101.0
114Q1,台中市,10543.0
114Q1,台北市,5856.0
114Q1,台東縣,280.0
114Q1,台南市,4188.0
114Q1,宜蘭縣,1505.0
114Q1,花蓮縣,549.0
114Q1,金門縣,143.0
114Q1,南投縣,804.0
114Q1,屏東縣,1390.0
114Q1,苗栗縣,1466.0
114Q1,桃園市,9265.0
114Q1,高雄市,8000.0
114Q1,基隆市,982.0
114Q1,連江縣,0.0
114Q1,雲林縣,860.0
114Q1,新北市,10183.0
114Q1,新竹市,1401.0
114Q1,新竹縣,2227.0
114Q1,嘉義市,513.0
114Q1,嘉義縣,1072.0
114Q1,彰化縣,1809.0
114Q1,澎湖縣,65.0
114Q2,全國,67050.0
114Q2,台中市,9718.0
114Q2,台北市,5892.0
114Q2,台東縣,363.0
114Q2,台南市,5645.0
114Q2,宜蘭縣,1312.0
114Q2,花蓮縣,583.0
114Q2,金門縣,146.0
114Q2,南投縣,613.0
114Q2,屏東縣,1566.0
114Q2,苗栗縣,1763.0
114Q2,桃園市,10377.0
114Q2,高雄市,7705.0
114Q2,基隆市,1059.0
114Q2,連江縣,0.0
114Q2,雲林縣,1014.0
114Q2,新北市,12830.0
114Q2,新竹市,1302.0
114Q2,新竹縣,2060.0
114Q2,嘉義市,717.0
114Q2,嘉義縣,706.0
114Q2,彰化縣,1559.0
114Q2,澎湖縣,120.0
114Q3,全國,64825.0
114Q3,台中市,11001.0
114Q3,台北市,5552.0
114Q3,台東縣,301.0
114Q3,台南市,4760.0
114Q3,宜蘭縣,1151.0
114Q3,花蓮縣,509.0
114Q3,金門縣,133.0
114Q3,南投縣,637.0
114Q3,屏東縣,1265.0
114Q3,苗栗縣,1219.0
114Q3,桃園市,10700.0
114Q3,高雄市,7669.0
114Q3,基隆市,1062.0
114Q3,連江縣,0.0
114Q3,雲林縣,1112.0
114Q3,新北市,11912.0
114Q3,新竹市,1024.0
114Q3,新竹縣,1870.0
114Q3,嘉義市,752.0
114Q3,嘉義縣,566.0
114Q3,彰化縣,1540.0
114Q3,澎湖縣,90.0
114Q4,全國,66332.0
114Q4,台中市,11228.0
114Q4,台北市,5834.0
114Q4,台東縣,258.0
114Q4,台南市,5180.0
114Q4,宜蘭縣,1299.0
114Q4,花蓮縣,534.0
114Q4,金門縣,171.0
114Q4,南投縣,783.0
114Q4,屏東縣,1174.0
114Q4,苗栗縣,1249.0
114Q4,桃園市,9986.0
114Q4,高雄市,7822.0
114Q4,基隆市,986.0
114Q4,連江縣,14.0
114Q4,雲林縣,1129.0
114Q4,新北市,12750.0
114Q4,新竹市,1033.0
114Q4,新竹縣,2094.0
114Q4,嘉義市,487.0
114Q4,嘉義縣,556.0
114Q4,彰化縣,1699.0
114Q4,澎湖縣,66.0
115Q1,全國,
115Q1,台中市,
115Q1,台北市,
115Q1,台東縣,
115Q1,台南市,
115Q1,宜蘭縣,
115Q1,花蓮縣,
115Q1,金門縣,
115Q1,南投縣,
115Q1,屏東縣,
115Q1,苗栗縣,
115Q1,桃園市,
115Q1,高雄市,
115Q1,基隆市,
115Q1,連江縣,
115Q1,雲林縣,
115Q1,新北市,
115Q1,新竹市,
115Q1,新竹縣,
115Q1,嘉義市,
115Q1,嘉義縣,
115Q1,彰化縣,
115Q1,澎湖縣,
